org_name,org_website,org_type,source_link,source_type,access_status,opportunity_types_offered,geographic_focus,mediums_supported,estimated_opp_count,priority,notes,date_extracted
FaveLAB,http://www.favelab.net,Residency program,https://resartis.org/listings/,A,open,residencies,Greece,"Visual Art, Sculpture, Dance, Theatre, Performing Arts, Textile Art, Literature, Film-making, Curatorial, Photography, Other",unknown,,listing_url=https://resartis.org/listings/favelab/,2026-01-19 00:00:00
Artists’ Residency – Spazju Kreattiv,https://www.kreattivita.org/en/artists-residency/,Residency program,https://resartis.org/listings/,A,open,residencies,Malta,"Visual Art, Sculpture, Ceramics, Dance, Theatre, Performing Arts, Textile Art, Music, Literature, New Media, Architecture, Curatorial, Education Programmes, Other",unknown,,listing_url=https://resartis.org/listings/fondazzjoni-kreattivito_/,2026-01-19 00:00:00
BIRCA – Bækkelund International Residency Center for Artists,http://www.birca.org,Residency program,https://resartis.org/listings/,A,open,residencies,Denmark,"Dance, Theatre, Performing Arts",unknown,,listing_url=https://resartis.org/listings/foreningen-birca-residency/,2026-01-19 00:00:00
FotoCreativaBA,https://www.fotocreativaba.com/,Residency program,https://resartis.org/listings/,A,open,residencies,Argentina,"Visual Art, Performing Arts, Textile Art, Literature, New Media, Animations, Film-making, Curatorial, Education Programmes, Photography, Other",unknown,,listing_url=https://resartis.org/listings/fotocreativaba/,2026-01-19 00:00:00
MASEREEL,https://masereel.art/en/,Residency program,https://resartis.org/listings/,A,open,residencies,Belgium,"Visual Art, Printmaking, Curatorial, Photography",unknown,,listing_url=https://resartis.org/listings/frans-masereel-centrum/,2026-01-19 00:00:00
IATRUS,http://www.iatrus.art,Residency program,https://resartis.org/listings/,A,open,residencies,Bulgaria,"Visual Art, Sculpture, Ceramics, Textile Art, New Media, Curatorial, Photography",unknown,,listing_url=https://resartis.org/listings/foundation-for-contemporary-art-and-media/,2026-01-19 00:00:00
Founding President Honorary Board Member,https://wordpress.org/,Residency program,https://resartis.org/listings/,A,open,residencies,Germany,Not specified,unknown,,listing_url=https://resartis.org/listings/founding-president-honorary-board-member/,2026-01-19 00:00:00
Studio Panicale,http://www.studiopanicale.com,Residency program,https://resartis.org/listings/,A,open,residencies,Italy,"Visual Art, Sculpture, Ceramics, Music, Literature, New Media, Photography",unknown,,listing_url=https://resartis.org/listings/friends-of-studio-panicale/,2026-01-19 00:00:00
Fremantle Arts Centre,http://www.fac.org.au,Residency program,https://resartis.org/listings/,A,open,residencies,Australia,"Visual Art, Sculpture, Ceramics, Dance, Performing Arts, Textile Art, Music, Literature",unknown,,listing_url=https://resartis.org/listings/fremantle-arts-centre/,2026-01-19 00:00:00
Studio 511,https://studio511.org/,Residency program,https://resartis.org/listings/,A,open,residencies,Serbia,Visual Art,unknown,,listing_url=https://resartis.org/listings/frog3/,2026-01-19 00:00:00
Fundacion Valparaiso,http://www.fundacionvalparaiso.com,Residency program,https://resartis.org/listings/,A,open,residencies,Spain,"Visual Art, Sculpture, Ceramics, Dance, Theatre, Performing Arts, Textile Art, Music, Literature",unknown,,listing_url=https://resartis.org/listings/fundacio_n-valparaiso/,2026-01-19 00:00:00
Residência Artística FAAP – São Paulo,http://www.faap.br/residenciaartistica,Residency program,https://resartis.org/listings/,A,open,residencies,Brazil,"Visual Art, Sculpture, Ceramics, Printmaking, Performing Arts, New Media, Photography",unknown,,listing_url=https://resartis.org/listings/fundao_oo-armando-alvares-penteado/,2026-01-19 00:00:00
"Fundaziun Nairs – Künstler*innenhaus, Kunsthalle, Kulturlabor",http://www.nairs.ch,Residency program,https://resartis.org/listings/,A,open,residencies,Switzerland,"Visual Art, Sculpture, Theatre, Performing Arts, Textile Art, Music, Literature, New Media, Film-making, Curatorial, Photography, Other",unknown,,listing_url=https://resartis.org/listings/fundaziun-nairs/,2026-01-19 00:00:00
La Chispa’s International Artist in Residency Program,http://lachispa.co/es/,Residency program,https://resartis.org/listings/,A,open,residencies,Colombia,"Visual Art, Dance, Theatre, Performing Arts, Music, Literature, Education Programmes",unknown,,listing_url=https://resartis.org/listings/fundacion-casa-cultural-la-chispa/,2026-01-19 00:00:00
Gate 44 artist’ residencies,https://www.gate44.eu/,Residency program,https://resartis.org/listings/,A,open,residencies,Italy,"Visual Art, Printmaking",unknown,,listing_url=https://resartis.org/listings/gate-44-2/,2026-01-19 00:00:00
Gate 27,http://www.gate-27.com,Residency program,https://resartis.org/listings/,A,open,residencies,Turkey,"Visual Art, Sculpture, Ceramics, Dance, Theatre, Printmaking, Performing Arts, Textile Art, Music, Literature, New Media, Animations, Film-making, Architecture, Curatorial, Education Programmes, Photography, Other, Glass",unknown,,listing_url=https://resartis.org/listings/gate-27/,2026-01-19 00:00:00
Kindred,https://www.generationwomen.us/kindred,Residency program,https://resartis.org/listings/,A,open,residencies,United-States,Literature,unknown,,listing_url=https://resartis.org/listings/generation-women/,2026-01-19 00:00:00
Ceramics Workshop Holidays,https://www.gaia-ceramics.com/workshop-holidays,Residency program,https://resartis.org/listings/,A,open,residencies,Greece,Ceramics,unknown,,listing_url=https://resartis.org/listings/gaia-ceramics/,2026-01-19 00:00:00
Gil Artist Residency,http://www.listagil.is,Residency program,https://resartis.org/listings/,A,open,residencies,Iceland,Visual Art,unknown,,listing_url=https://resartis.org/listings/gilfelag-artist-residency/,2026-01-19 00:00:00
Gen Gallery International Residencies,https://mp.weixin.qq.com/s?__biz=Mzk0MDU3MDQ2OA==&mid=2247485714&idx=1&sn=c197a0702faba4636020ece6ac2b7b52&chksm=c3db00074f4b140ddb8028af86d65664ccb90ba6aa3a6023025ea9248f3edaa06996f1374084&mpshare=1&srcid=0220PDaDl84A6HdIVrOdUOi0&sharer_shareinfo=6a4adb3ff52bf8a07e404777f55c8de5&sharer_shareinfo_first=6a4adb3ff52bf8a07e404777f55c8de5&from=singlemessage&scene=1&subscene=10000&clicktime=1740011796&enterid=1740011796&sessionid=0&ascene=1&fasttmpl_type=0&fasttmpl_fullversion=7610964-en_US-zip&fasttmpl_flag=0&realreporttime=1740011796610#rd,Residency program,https://resartis.org/listings/,A,open,residencies,China,"Visual Art, Sculpture, Music, New Media, Curatorial, Education Programmes, Photography",unknown,,listing_url=https://resartis.org/listings/gen-gallery-2/,2026-01-19 00:00:00
Gironda,http://www.gironda.me,Residency program,https://resartis.org/listings/,A,open,residencies,Italy,"Visual Art, Sculpture, Ceramics, Theatre, Printmaking, Performing Arts, Textile Art, Music, Literature, Architecture, Curatorial, Photography",unknown,,listing_url=https://resartis.org/listings/gironda/,2026-01-19 00:00:00
Good Hart Artist Residency,http://www.goodhartartistresidency.org/,Residency program,https://resartis.org/listings/,A,open,residencies,United-States,"Visual Art, Sculpture, Ceramics, Textile Art, Literature",unknown,,listing_url=https://resartis.org/listings/good-hart-artist-residency/,2026-01-19 00:00:00
Glosolì International Residency for Artists,http://robertatirassa.wix.com/ivreaartresidency,Residency program,https://resartis.org/listings/,A,open,residencies,Italy,"Visual Art, Dance, Theatre, Performing Arts, Music",unknown,,listing_url=https://resartis.org/listings/glosoli-international-residency-for-artists/,2026-01-19 00:00:00
GlogauAIR Multidisciplinary Residency,http://www.glogauair.net,Residency program,https://resartis.org/listings/,A,open,residencies,Germany,"Visual Art, Sculpture, Ceramics, Dance, Theatre, Performing Arts, Textile Art, Literature, New Media, Film-making, Curatorial",unknown,,listing_url=https://resartis.org/listings/glogauair-ggmbh/,2026-01-19 00:00:00
Graniti Murales,http://www.granitimurales.org,Residency program,https://resartis.org/listings/,A,open,residencies,Italy,"Visual Art, Sculpture, Dance, Theatre, Performing Arts, Textile Art, Music, Literature",unknown,,listing_url=https://resartis.org/listings/graniti-murales/,2026-01-19 00:00:00
Green Olive Arts,http://www.greenolivearts.com,Residency program,https://resartis.org/listings/,A,open,residencies,Morocco,"Visual Art, Sculpture, Ceramics, Dance, Theatre, Printmaking, Performing Arts, Textile Art, Music, Literature, Film-making, Photography",unknown,,listing_url=https://resartis.org/listings/green-olive-arts/,2026-01-19 00:00:00
Gothland Residency,https://gothlandresidency.se,Residency program,https://resartis.org/listings/,A,open,residencies,Afghanistan,Not specified,unknown,,listing_url=https://resartis.org/listings/gothland-residency/,2026-01-19 00:00:00
Greywood Arts,http://www.greywoodarts.org,Residency program,https://resartis.org/listings/,A,open,residencies,Ireland,"Visual Art, Sculpture, Ceramics, Dance, Theatre, Performing Arts, Textile Art, Music, Literature, New Media, Animations, Film-making, Architecture, Curatorial, Education Programmes",unknown,,listing_url=https://resartis.org/listings/greywood-arts/,2026-01-19 00:00:00
"Gullkistan, Center for Creativity",http://gullkistan.is,Residency program,https://resartis.org/listings/,A,open,residencies,Iceland,"Visual Art, Sculpture, Performing Arts, Textile Art, Music, Literature, New Media, Animations, Film-making, Architecture, Curatorial, Education Programmes",unknown,,listing_url=https://resartis.org/listings/gullkistan-center-for-creativity/,2026-01-19 00:00:00
Haba Art Residency,https://linktr.ee/haahspace,Residency program,https://resartis.org/listings/,A,open,residencies,Spain,"Visual Art, Sculpture, Ceramics, Printmaking, Performing Arts, Textile Art, Music, New Media, Architecture, Curatorial, Education Programmes, Photography, Other",unknown,,listing_url=https://resartis.org/listings/ha-ah-space-in-barcelona/,2026-01-19 00:00:00
GRACIA Residency Program,http://www.graciagt.com,Residency program,https://resartis.org/listings/,A,open,residencies,Guatemala,"Visual Art, Textile Art, Music, Literature, New Media, Animations, Film-making, Architecture, Curatorial, Photography, Other",unknown,,listing_url=https://resartis.org/listings/gracia-residency/,2026-01-19 00:00:00
Amaltas: art residency@Gulmohar,https://www.gulmohar.space,Residency program,https://resartis.org/listings/,A,open,residencies,India,"Sculpture, Printmaking, Film-making, Photography, Glass",unknown,,listing_url=https://resartis.org/listings/gulmohar/,2026-01-19 00:00:00
Greenhills Art Centre,http://greenhillsartcentre.com,Residency program,https://resartis.org/listings/,A,open,residencies,Australia,"Visual Art, Printmaking, Textile Art, Literature, Photography",unknown,,listing_url=https://resartis.org/listings/greenhills-art-centre/,2026-01-19 00:00:00
Hafnarborg,http://hafnarborg.is/en/,Residency program,https://resartis.org/listings/,A,open,residencies,Iceland,Visual Art,unknown,,listing_url=https://resartis.org/listings/hafnarborg/,2026-01-19 00:00:00
Haihatus Artist Residency,https://haihatus.fi/en/residency/,Residency program,https://resartis.org/listings/,A,open,residencies,Finland,"Visual Art, Sculpture, Dance, Theatre, Printmaking, Performing Arts, Textile Art, Music, Literature, New Media, Animations, Film-making, Curatorial, Photography",unknown,,listing_url=https://resartis.org/listings/haihatus/,2026-01-19 00:00:00
Hakoniemi Residency,http://www.hakoniemi.com,Residency program,https://resartis.org/listings/,A,open,residencies,Finland,"Visual Art, Sculpture, Ceramics, Performing Arts, Textile Art, Music, Literature, New Media, Film-making, Architecture, Photography, Other",unknown,,listing_url=https://resartis.org/listings/hakoniemi-luova-tila/,2026-01-19 00:00:00
Hangar / Center of Artistic Research,http://www.hangar.com.pt,Residency program,https://resartis.org/listings/,A,open,residencies,Portugal,"Visual Art, Music, Curatorial, Education Programmes, Photography",unknown,,listing_url=https://resartis.org/listings/hangar-center-of-artistic-research/,2026-01-19 00:00:00
HARP Horse and Art Research Program,http://www.horseandart.hu/en,Residency program,https://resartis.org/listings/,A,open,residencies,Hungary,"Visual Art, Performing Arts, Music, Curatorial, Education Programmes, Other",unknown,,listing_url=https://resartis.org/listings/harp-horse-and-art-research-program/,2026-01-19 00:00:00
Open Studio Residency,http://www.haystack-mtn.org,Residency program,https://resartis.org/listings/,A,open,residencies,United-States,"Visual Art, Sculpture, Ceramics, Printmaking, Textile Art, Literature, Other",unknown,,listing_url=https://resartis.org/listings/haystack-mountain-school-of-crafts/,2026-01-19 00:00:00
Heima Art Residency,http://www.h-e-i-m-a.com,Residency program,https://resartis.org/listings/,A,open,residencies,Iceland,"Visual Art, Sculpture, Ceramics, Dance, Theatre, Performing Arts, Textile Art, Music, Literature",unknown,,listing_url=https://resartis.org/listings/heima-art-residency/,2026-01-19 00:00:00
AIR: Artist/Activist in Residency,https://www.hektor.es/,Residency program,https://resartis.org/listings/,A,open,residencies,Spain,"Visual Art, Sculpture, Ceramics, Printmaking, Textile Art, Literature, New Media, Animations, Film-making, Photography, Other",unknown,,listing_url=https://resartis.org/listings/hektor/,2026-01-19 00:00:00
"Hello, Print Friend Studios",http://www.helloprintfriendstudio.com,Residency program,https://resartis.org/listings/,A,open,residencies,Thailand,"Visual Art, Printmaking",unknown,,listing_url=https://resartis.org/listings/hello-print-friend-studios/,2026-01-19 00:00:00
Hessische Kulturstiftung,https://www.hkst.de/en/scholarships/,Residency program,https://resartis.org/listings/,A,open,residencies,Germany,Visual Art,unknown,,listing_url=https://resartis.org/listings/hessische-kulturstiftung/,2026-01-19 00:00:00
Herhúsið,http://www.herhusid.com,Residency program,https://resartis.org/listings/,A,open,residencies,Iceland,"Visual Art, Dance, Performing Arts, Textile Art, Music, Literature, New Media, Film-making, Photography",unknown,,listing_url=https://resartis.org/listings/herhusid/,2026-01-19 00:00:00
